Date,Soybeans,shock_type,shock_direction,window_active,is_strong,ret_5d_at_shock,ret_10d_at_shock,ret_active_at_shock,oil_5d_at_shock,oil_10d_at_shock,oil_active_at_shock,soyoil_5d_at_shock,soyoil_10d_at_shock,ok,spike_size_pct,peak_day,peak_gain_pct,half_fade_day,full_fade_day,ret_30d_pct,persistence_30d_pct,survived_30d
2016-07-28,1003.5,oil_collapse,down,10d,True,-0.028087167070217967,-0.09716599190283404,-0.09716599190283404,-0.08067040470059361,-0.09938705965842431,-0.09938705965842431,-0.05054731879650354,-0.05237792494080751,True,-2.81,25,-7.12,30.0,,-3.41,48.0,True
2016-07-29,1032.5,oil_collapse,down,10d,False,0.025832091405861846,-0.037296037296037254,-0.037296037296037254,-0.058610550646690074,-0.0946681657582652,-0.0946681657582652,0.0046342701502770645,-0.017481353798915023,True,2.58,16,2.86,19.0,19.0,-2.19,-76.5,False
2016-08-01,996.0,oil_collapse,down,10d,True,0.012452350698856307,-0.07628101089728723,-0.07628101089728723,-0.07118014418723906,-0.11450044458423048,-0.11450044458423048,0.009843887458916845,-0.038461555058724284,True,1.25,15,5.24,18.0,20.0,-1.58,-30.1,False
2016-08-02,985.25,oil_collapse,down,10d,False,-0.008303975842979372,-0.05627394636015326,-0.05627394636015326,-0.07945013962930247,-0.1151176490188155,-0.1151176490188155,0.016914749967302134,-0.019569484163594053,True,-0.83,22,-3.47,25.0,27.0,-2.16,62.3,True
2016-08-04,990.5,oil_collapse,down,10d,False,-0.012954658694569021,-0.04067796610169494,-0.04067796610169494,0.01920274495011598,-0.06301675295696574,-0.06301675295696574,0.035605329011820785,-0.01674174370109771,True,-1.3,29,-5.28,,,-3.74,70.8,True
2016-08-05,1003.75,speculative_down,down,5d,False,-0.02784503631961255,-0.002732240437158473,-0.02784503631961255,0.004807710823929057,-0.05408462240150158,0.004807710823929057,0.005601320400567156,0.010261548582778612,True,-2.78,28,-7.94,,,-5.81,73.2,True
2016-08-09,1022.0,oil_driven,up,5d,False,0.03730017761989335,0.028686462003019608,0.03730017761989335,0.08251081434376428,-0.003494821006077564,0.08251081434376428,0.036926168665078585,0.05446551554260104,True,3.73,9,5.07,12.0,14.0,-0.99,-19.5,False
2016-08-11,1022.25,oil_driven,up,5d,False,0.032054517920242276,0.0186846038863977,0.032054517920242276,0.0372048977328161,0.05712207884499043,0.0372048977328161,0.038310351469257986,0.07527973314970016,True,3.21,7,4.52,10.0,12.0,-3.58,-79.3,False
2016-08-17,1030.5,oil_driven,up,10d,False,0.01327433628318575,0.040383644623927406,0.040383644623927406,0.12179338150467167,0.1459710707125066,0.1459710707125066,0.07968248639787956,0.12244221709203473,True,1.33,3,1.79,6.0,6.0,-6.56,-365.8,False
2016-08-18,1032.25,oil_driven,up,10d,False,0.009782342871117677,0.04215042907622424,0.04215042907622424,0.1087606199053861,0.15001194537913976,0.15001194537913976,0.07820875477258227,0.11951531112515079,True,0.98,2,1.27,5.0,5.0,-6.68,-525.0,False
2016-08-25,998.25,speculative_down,down,5d,False,-0.032937757326229056,-0.023477622890682337,-0.032937757326229056,-0.0184570586295697,0.08829616013763442,-0.0184570586295697,-0.03743781312400962,0.037842976902735304,True,-3.29,21,-8.43,,,-7.31,86.8,True
2016-08-26,990.75,speculative_down,down,5d,False,-0.0352969814995131,-0.01245950660353845,-0.0352969814995131,-0.018136872625985845,0.07080237339496986,-0.018136872625985845,-0.034856433742931014,0.03291539677007527,True,-3.53,20,-7.96,,,-7.08,89.0,True
2016-08-29,983.25,speculative_down,down,5d,True,-0.050229413185221006,-0.03956043956043953,-0.050229413185221006,-0.0014877724964782457,0.0271097030666112,-0.0014877724964782457,-0.031867749655000055,-0.012044496302580754,True,-5.02,19,-8.69,,,-8.67,99.7,True
2016-08-30,965.5,oil_collapse,down,5d,True,-0.06647328982354361,-0.0529671407552722,-0.06647328982354361,-0.03638253753670162,-0.004937813393993018,-0.03638253753670162,-0.034228382068558716,-0.01947278325583368,True,-6.65,18,-8.61,,,-7.54,87.6,True
