Date,expected_return,signal,confidence,expected_vol
2017-11-10,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-11-13,0.06097561,HOLD,0.12195122,0.15093569457530975
2017-11-14,0.06097561,HOLD,0.12195122,0.15093569457530975
2017-11-15,0.06097561,HOLD,0.12195122,0.1682136356830597
2017-11-16,0.06097561,HOLD,0.12195122,0.16566196084022522
2017-11-17,0.06097561,HOLD,0.12195122,0.17616307735443115
2017-11-20,0.06097561,HOLD,0.12195122,0.17616307735443115
2017-11-21,0.06097561,HOLD,0.12195122,0.17616307735443115
2017-11-22,0.06097561,HOLD,0.12195122,0.17722035944461823
2017-11-24,0.06097561,HOLD,0.12195122,0.1682136356830597
2017-11-27,0.06097561,HOLD,0.12195122,0.1682136356830597
2017-11-28,0.06097561,HOLD,0.12195122,0.15093569457530975
2017-11-29,0.06097561,HOLD,0.12195122,0.15093569457530975
2017-11-30,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-01,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-04,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-05,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-06,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-07,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-08,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-11,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-12,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-13,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-14,0.06097561,HOLD,0.12195122,0.15093569457530975
2017-12-15,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-18,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-19,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-20,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-21,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-22,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-26,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-27,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-28,0.06097561,HOLD,0.12195122,0.14616166055202484
2017-12-29,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-02,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-03,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-04,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-05,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-08,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-09,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-10,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-11,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-12,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-16,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-17,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-18,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-19,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-22,0.06097561,HOLD,0.12195122,0.16566196084022522
2018-01-23,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-24,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-01-25,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-01-26,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-01-29,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-01-30,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-01-31,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-01,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-02,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-05,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-06,0.06097561,HOLD,0.12195122,0.15205349028110504
2018-02-07,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-02-08,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-02-09,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-02-12,0.06097561,HOLD,0.12195122,0.17314167320728302
2018-02-13,0.06097561,HOLD,0.12195122,0.17314167320728302
2018-02-14,0.06097561,HOLD,0.12195122,0.17314167320728302
2018-02-15,0.06097561,HOLD,0.12195122,0.16566196084022522
2018-02-16,0.06097561,HOLD,0.12195122,0.15571413934230804
2018-02-20,0.06097561,HOLD,0.12195122,0.15093569457530975
2018-02-21,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-22,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-23,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-26,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-27,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-02-28,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-01,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-02,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-05,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-06,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-07,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-08,0.06097561,HOLD,0.12195122,0.14616166055202484
2018-03-09,0.032663345,HOLD,0.06532669,0.16566196084022522
2018-03-12,0.032663345,HOLD,0.06532669,0.16566196084022522
2018-03-13,0.06097561,HOLD,0.12195122,0.16566196084022522
2018-03-14,0.032663345,HOLD,0.06532669,0.1682136356830597
2018-03-15,0.032663345,HOLD,0.06532669,0.1682136356830597
2018-03-16,0.06097561,HOLD,0.12195122,0.17314167320728302
2018-03-19,0.06097561,HOLD,0.12195122,0.18666742742061615
2018-03-20,0.06097561,HOLD,0.12195122,0.19313611090183258
2018-03-21,0.06097561,HOLD,0.12195122,0.18666742742061615
2018-03-22,0.06097561,HOLD,0.12195122,0.18666742742061615
2018-03-23,0.06097561,HOLD,0.12195122,0.17616307735443115
2018-03-26,0.06097561,HOLD,0.12195122,0.17616307735443115
2018-03-27,0.06097561,HOLD,0.12195122,0.17314167320728302
2018-03-28,0.06097561,HOLD,0.12195122,0.1672382950782776
2018-03-29,0.032663345,HOLD,0.06532669,0.18666742742061615
