Date,insp_soy_lbs,insp_soy_bu,insp_soy_4wk_avg,insp_soy_yoy,insp_soy_zscore
2020-10-08,5444175435,90736257.25,66514455.337500006,1.5829303434743056,2.9183283034964678
2020-10-15,5151199489,85853324.81666666,75204317.66666667,0.7553676411076484,2.4781378234268288
2020-10-22,6368743885,106145731.41666667,89820428.5625,0.8299551166222587,3.0
2020-10-29,5270346797,87839113.28333333,92643606.69166668,0.6112544580072117,2.1777649238875263
2020-11-05,6288626137,104810435.61666666,96162151.28333333,1.1157217744775387,2.6508331321869827
2020-11-12,5579342865,92989047.75,97946082.01666668,0.6447927814213992,2.0752400393556334
2020-11-19,5050406952,84173449.2,92453011.4625,0.17330709478076423,1.7094388420225919
2020-11-26,5344876385,89081273.08333333,92763551.4125,0.5375056364764397,1.8170780537118365
2020-12-03,5721895293,95364921.55,90402172.89583333,0.8503489103353921,1.940930826037477
2020-12-10,5419640637,90327343.95,89736746.94583333,0.865765082304985,1.6882311192216346
2020-12-17,6299814707,104996911.78333333,94942612.59166667,1.6049150822118223,2.051651187633644
2020-12-24,5012423343,83540389.05,93557391.58333333,1.2923320713300064,1.3031095173524807
2020-12-31,3889181740,64819695.666666664,85921085.1125,1.241267609098803,0.6814564329646589
2021-01-07,4209858788,70164313.13333334,80880327.40833333,0.6581629155360749,0.8288526813865521
2021-01-14,5134343621,85572393.68333334,76024197.88333333,0.9264793616184239,1.2701106162118982
2021-01-21,4641151364,77352522.73333333,74477231.30416666,0.9859810162667295,0.9821244500676223
2021-01-28,4211093520,70184892.0,75818530.3875,0.360307682347051,0.7462832065379575
2021-02-04,4206650575,70110842.91666667,75805162.83333334,2.1297346376434776,0.7159132435347977
2021-02-11,2039895784,33998263.06666667,62911630.17916667,-0.07943652716402982,-0.38929887171583255
2021-02-18,1777606647,29626777.45,50980193.85833334,0.4060010146803088,-0.5300766624988243
2021-02-25,2218802975,36980049.583333336,42678983.25416667,0.7079572488435801,-0.31465365755505836
2021-03-04,1468070585,24467843.083333332,31268233.295833334,0.1287878256644268,-0.7038296058065655
2021-03-11,1214620780,20243679.666666668,27829587.445833337,0.1131525707496206,-0.8366521529598852
2021-03-18,1095550711,18259178.516666666,24987687.712500002,-0.15404437604425425,-0.8946108787750767
2021-03-25,996255970,16604266.166666666,19893741.858333334,0.09131909580408637,-0.9473794548693969
2021-04-01,851118430,14185307.166666666,17323107.879166666,0.2820477584458019,-1.0261759004611508
2021-04-08,745626570,12427109.5,15368965.337499999,-0.2889082751542714,-1.0743875589015983
2021-04-15,494488770,8241479.5,12864540.583333332,-0.593514836930314,-1.187870468507727
2021-04-22,631242735,10520712.25,11343652.104166668,-0.48969191677487145,-1.105540648458014
2021-04-29,346434670,5773911.166666667,9240803.104166666,-0.5877812283101844,-1.238705316749015
2021-05-06,613084260,10218071.0,8688543.479166668,-0.4808996521938378,-1.0924596553558203
2021-05-13,686257160,11437619.333333334,9487578.4375,-0.24370129046301892,-1.0512265747752165
2021-05-20,489725400,8162090.0,8897922.875,-0.35371396713342107,-1.1440225323707574
2021-05-27,453860000,7564333.333333333,9345528.416666666,-0.5444547102003864,-1.1504997804030996
2021-06-03,529146990,8819116.5,8995789.791666668,-0.1242624312205306,-1.1114139847885387
2021-06-10,314687930,5244798.833333333,7447584.666666666,-0.6802837031670937,-1.203466484698997
2021-06-17,457141070,7619017.833333333,7311816.625,-0.1894795529080815,-1.1307836582449886
2021-06-24,248386523,4139775.3833333333,6455677.1375,-0.6633444893794603,-1.2227342461544795
2021-07-01,484450199,8074169.983333333,6269440.508333333,-0.6087579652993291,-1.0924872931385585
2021-07-08,444136893,7402281.55,6808811.1875,-0.583288945079587,-1.1000712197051612
2021-07-15,319527240,5325454.0,6235420.229166666,-0.6812773879829416,-1.1467620546599937
2021-07-22,536086540,8934775.666666666,7434170.3,-0.5188246734125592,-1.0320085190054973
2021-07-29,411920530,6865342.166666667,7131963.345833334,-0.6649301466641289,-1.0766482095353915
2021-08-05,254825090,4247084.833333333,6343164.166666667,-0.8629233370384624,-1.1240055345516138
2021-08-12,613835900,10230598.333333334,7569450.25,-0.7014334969874636,-0.9343666184143953
2021-08-19,530437050,8840617.5,7545910.708333334,-0.8033134940680017,-0.9453155492699302
2021-08-26,855550730,14259178.833333334,9394369.875,-0.5271322919062185,-0.7824855752533586
2021-09-02,206498800,3441646.6666666665,9193010.333333334,-0.9380860691691764,-1.043552336339214
2021-09-09,427480580,7124676.333333333,8416529.833333332,-0.8813823977510338,-0.909617951492758
2021-09-16,616396234,10273270.566666666,8774693.1,-0.7989334246789194,-0.7981052599785985
2021-09-23,1071872960,17864549.333333332,9676035.725,-0.6253341689138592,-0.5755117242289325
2021-09-30,1872996730,31216612.166666668,16619777.100000001,-0.5921870675301505,-0.19360816217263
2021-10-07,3845495096,64091584.93333333,30861504.25,-0.29364967350652615,0.7274425037017324
2021-10-14,5404454541,90074242.35,50811747.19583333,0.049164287374388715,1.4397613398394977
2021-10-21,5661805259,94363420.98333333,69936465.10833333,-0.1110012647336972,1.581827109818258
2021-10-28,5898188980,98303149.66666667,86708099.48333333,0.11912729981210779,1.671426657293576
2021-11-04,6419610963,106993516.05,97433582.2625,0.020828846101906606,1.9063570120608222
2021-11-11,5366827335,89447122.25,97276802.23750001,-0.03808970610735174,1.4281032311159774
2021-11-18,5547695601,92461593.35,96801345.32916667,0.09846506503858454,1.4977442012467714
2021-11-25,4980617291,83010288.18333334,92978129.95833333,-0.06815107923211572,1.2464554964284038
2021-12-02,5223166407,87052773.45,87992944.30833334,-0.0871614841694377,1.3716611840481319
