Date,trends_interest,trends_norm
2023-08-14,52.58064516129032,0.0516129032258064
2023-08-15,52.54838709677419,0.05096774193548384
2023-08-16,52.516129032258064,0.050322580645161284
2023-08-17,52.483870967741936,0.04967741935483872
2023-08-18,52.45161290322581,0.04903225806451616
2023-08-19,52.41935483870968,0.048387096774193596
2023-08-20,52.38709677419355,0.04774193548387103
2023-08-21,52.354838709677416,0.047096774193548324
2023-08-22,52.32258064516129,0.04645161290322577
2023-08-23,52.29032258064516,0.045806451612903205
2023-08-24,52.25806451612903,0.04516129032258064
2023-08-25,52.225806451612904,0.04451612903225808
2023-08-26,52.193548387096776,0.04387096774193552
2023-08-27,52.16129032258065,0.043225806451612954
2023-08-28,52.12903225806452,0.04258064516129039
2023-08-29,52.096774193548384,0.04193548387096769
2023-08-30,52.064516129032256,0.04129032258064513
2023-08-31,52.03225806451613,0.040645161290322564
2023-09-01,52.0,0.04
2023-09-02,52.13333333333333,0.04266666666666666
2023-09-03,52.266666666666666,0.045333333333333316
2023-09-04,52.4,0.04799999999999997
2023-09-05,52.53333333333333,0.05066666666666663
2023-09-06,52.666666666666664,0.05333333333333329
2023-09-07,52.8,0.055999999999999946
2023-09-08,52.93333333333333,0.0586666666666666
2023-09-09,53.06666666666667,0.0613333333333334
2023-09-10,53.2,0.06400000000000006
2023-09-11,53.333333333333336,0.06666666666666671
2023-09-12,53.46666666666667,0.06933333333333337
2023-09-13,53.6,0.07200000000000002
2023-09-14,53.733333333333334,0.07466666666666669
2023-09-15,53.86666666666667,0.07733333333333334
2023-09-16,54.0,0.08
2023-09-17,54.13333333333333,0.08266666666666665
2023-09-18,54.266666666666666,0.08533333333333332
2023-09-19,54.4,0.08799999999999997
2023-09-20,54.53333333333333,0.09066666666666663
2023-09-21,54.666666666666664,0.09333333333333328
2023-09-22,54.8,0.09599999999999995
2023-09-23,54.93333333333333,0.0986666666666666
2023-09-24,55.06666666666666,0.10133333333333326
2023-09-25,55.2,0.10400000000000005
2023-09-26,55.333333333333336,0.10666666666666672
2023-09-27,55.46666666666667,0.10933333333333337
2023-09-28,55.6,0.11200000000000003
2023-09-29,55.733333333333334,0.11466666666666668
2023-09-30,55.86666666666667,0.11733333333333335
2023-10-01,56.0,0.12
2023-10-02,55.903225806451616,0.11806451612903231
2023-10-03,55.806451612903224,0.11612903225806448
2023-10-04,55.70967741935484,0.11419354838709679
2023-10-05,55.61290322580645,0.11225806451612896
2023-10-06,55.516129032258064,0.11032258064516128
2023-10-07,55.41935483870968,0.1083870967741936
2023-10-08,55.32258064516129,0.10645161290322576
2023-10-09,55.225806451612904,0.10451612903225808
2023-10-10,55.12903225806452,0.1025806451612904
2023-10-11,55.03225806451613,0.10064516129032257
2023-10-12,54.935483870967744,0.09870967741935488
2023-10-13,54.83870967741935,0.09677419354838705
2023-10-14,54.74193548387097,0.09483870967741936
2023-10-15,54.645161290322584,0.09290322580645168
2023-10-16,54.54838709677419,0.09096774193548385
2023-10-17,54.45161290322581,0.08903225806451616
2023-10-18,54.354838709677416,0.08709677419354833
2023-10-19,54.25806451612903,0.08516129032258064
2023-10-20,54.16129032258065,0.08322580645161295
2023-10-21,54.064516129032256,0.08129032258064513
2023-10-22,53.96774193548387,0.07935483870967744
2023-10-23,53.87096774193549,0.07741935483870975
2023-10-24,53.774193548387096,0.07548387096774192
2023-10-25,53.67741935483871,0.07354838709677423
2023-10-26,53.58064516129032,0.0716129032258064
2023-10-27,53.483870967741936,0.06967741935483872
2023-10-28,53.38709677419355,0.06774193548387103
2023-10-29,53.29032258064516,0.0658064516129032
2023-10-30,53.193548387096776,0.06387096774193551
2023-10-31,53.096774193548384,0.061935483870967686
2023-11-01,53.0,0.06
2023-11-02,52.9,0.05799999999999997
2023-11-03,52.8,0.055999999999999946
2023-11-04,52.7,0.054000000000000055
2023-11-05,52.6,0.052000000000000025
2023-11-06,52.5,0.05
2023-11-07,52.4,0.04799999999999997
2023-11-08,52.3,0.045999999999999944
2023-11-09,52.2,0.04400000000000006
2023-11-10,52.1,0.04200000000000003
2023-11-11,52.0,0.04
2023-11-12,51.9,0.03799999999999997
2023-11-13,51.8,0.03599999999999994
2023-11-14,51.7,0.03400000000000006
2023-11-15,51.6,0.03200000000000003
2023-11-16,51.5,0.03
2023-11-17,51.4,0.027999999999999973
2023-11-18,51.3,0.025999999999999943
2023-11-19,51.2,0.024000000000000056
2023-11-20,51.1,0.02200000000000003
2023-11-21,51.0,0.02
2023-11-22,50.9,0.01799999999999997
2023-11-23,50.8,0.015999999999999945
2023-11-24,50.7,0.014000000000000058
2023-11-25,50.6,0.012000000000000028
2023-11-26,50.5,0.01
2023-11-27,50.4,0.007999999999999972
2023-11-28,50.3,0.005999999999999943
2023-11-29,50.2,0.0040000000000000565
2023-11-30,50.1,0.0020000000000000282
2023-12-01,50.0,0.0
2023-12-02,49.87096774193548,-0.0025806451612903915
2023-12-03,49.74193548387097,-0.005161290322580641
2023-12-04,49.61290322580645,-0.007741935483871032
2023-12-05,49.483870967741936,-0.010322580645161282
2023-12-06,49.354838709677416,-0.012903225806451672
2023-12-07,49.225806451612904,-0.015483870967741922
2023-12-08,49.096774193548384,-0.018064516129032312
2023-12-09,48.96774193548387,-0.020645161290322563
2023-12-10,48.83870967741935,-0.023225806451612954
2023-12-11,48.70967741935484,-0.0258064516129032
2023-12-12,48.58064516129032,-0.028387096774193595
2023-12-13,48.45161290322581,-0.030967741935483843
2023-12-14,48.32258064516129,-0.03354838709677423
2023-12-15,48.193548387096776,-0.036129032258064485
2023-12-16,48.064516129032256,-0.038709677419354875
2023-12-17,47.935483870967744,-0.04129032258064513
2023-12-18,47.806451612903224,-0.04387096774193552
2023-12-19,47.67741935483871,-0.04645161290322577
2023-12-20,47.54838709677419,-0.04903225806451616
2023-12-21,47.41935483870968,-0.0516129032258064
2023-12-22,47.29032258064516,-0.0541935483870968
2023-12-23,47.16129032258065,-0.056774193548387045
2023-12-24,47.03225806451613,-0.059354838709677435
2023-12-25,46.903225806451616,-0.061935483870967686
2023-12-26,46.774193548387096,-0.06451612903225808
2023-12-27,46.645161290322584,-0.06709677419354833
2023-12-28,46.516129032258064,-0.06967741935483872
2023-12-29,46.38709677419355,-0.07225806451612897
2023-12-30,46.25806451612903,-0.07483870967741936
2023-12-31,46.12903225806451,-0.07741935483870975
2024-01-01,46.0,-0.08
2024-01-02,46.0,-0.08
2024-01-03,46.0,-0.08
2024-01-04,46.0,-0.08
2024-01-05,46.0,-0.08
2024-01-06,46.0,-0.08
2024-01-07,46.0,-0.08
2024-01-08,46.0,-0.08
2024-01-09,46.0,-0.08
2024-01-10,46.0,-0.08
2024-01-11,46.0,-0.08
2024-01-12,46.0,-0.08
2024-01-13,46.0,-0.08
2024-01-14,46.0,-0.08
2024-01-15,46.0,-0.08
2024-01-16,46.0,-0.08
2024-01-17,46.0,-0.08
2024-01-18,46.0,-0.08
2024-01-19,46.0,-0.08
2024-01-20,46.0,-0.08
2024-01-21,46.0,-0.08
2024-01-22,46.0,-0.08
2024-01-23,46.0,-0.08
2024-01-24,46.0,-0.08
2024-01-25,46.0,-0.08
2024-01-26,46.0,-0.08
2024-01-27,46.0,-0.08
2024-01-28,46.0,-0.08
2024-01-29,46.0,-0.08
2024-01-30,46.0,-0.08
2024-01-31,46.0,-0.08
2024-02-01,46.0,-0.08
2024-02-02,45.93103448275862,-0.08137931034482762
2024-02-03,45.86206896551724,-0.08275862068965523
2024-02-04,45.793103448275865,-0.08413793103448271
2024-02-05,45.724137931034484,-0.08551724137931033
2024-02-06,45.6551724137931,-0.08689655172413793
2024-02-07,45.58620689655172,-0.08827586206896555
2024-02-08,45.51724137931034,-0.08965517241379317
2024-02-09,45.44827586206897,-0.09103448275862064
2024-02-10,45.37931034482759,-0.09241379310344826
2024-02-11,45.310344827586206,-0.09379310344827588
2024-02-12,45.241379310344826,-0.09517241379310348
2024-02-13,45.172413793103445,-0.0965517241379311
2024-02-14,45.10344827586207,-0.09793103448275858
2024-02-15,45.03448275862069,-0.09931034482758619
2024-02-16,44.96551724137931,-0.10068965517241381
2024-02-17,44.89655172413793,-0.10206896551724143
2024-02-18,44.827586206896555,-0.1034482758620689
2024-02-19,44.758620689655174,-0.10482758620689651
2024-02-20,44.689655172413794,-0.10620689655172413
2024-02-21,44.62068965517241,-0.10758620689655174
2024-02-22,44.55172413793103,-0.10896551724137936
2024-02-23,44.48275862068966,-0.11034482758620684
2024-02-24,44.41379310344828,-0.11172413793103445
2024-02-25,44.3448275862069,-0.11310344827586206
2024-02-26,44.275862068965516,-0.11448275862068968
2024-02-27,44.206896551724135,-0.11586206896551729
2024-02-28,44.13793103448276,-0.11724137931034477
2024-02-29,44.06896551724138,-0.11862068965517239
2024-03-01,44.0,-0.12
2024-03-02,43.96774193548387,-0.12064516129032256
2024-03-03,43.935483870967744,-0.12129032258064512
2024-03-04,43.903225806451616,-0.12193548387096768
2024-03-05,43.87096774193548,-0.12258064516129039
2024-03-06,43.83870967741935,-0.12322580645161295
2024-03-07,43.806451612903224,-0.12387096774193551
2024-03-08,43.774193548387096,-0.12451612903225807
2024-03-09,43.74193548387097,-0.12516129032258064
2024-03-10,43.70967741935484,-0.12580645161290321
2024-03-11,43.67741935483871,-0.12645161290322576
2024-03-12,43.645161290322584,-0.12709677419354834
2024-03-13,43.61290322580645,-0.12774193548387103
2024-03-14,43.58064516129032,-0.1283870967741936
2024-03-15,43.54838709677419,-0.12903225806451615
2024-03-16,43.516129032258064,-0.12967741935483873
2024-03-17,43.483870967741936,-0.13032258064516128
2024-03-18,43.45161290322581,-0.13096774193548386
2024-03-19,43.41935483870968,-0.1316129032258064
2024-03-20,43.38709677419355,-0.13225806451612898
2024-03-21,43.354838709677416,-0.13290322580645167
2024-03-22,43.32258064516129,-0.13354838709677425
2024-03-23,43.29032258064516,-0.1341935483870968
2024-03-24,43.25806451612903,-0.13483870967741937
2024-03-25,43.225806451612904,-0.13548387096774192
2024-03-26,43.193548387096776,-0.1361290322580645
2024-03-27,43.16129032258065,-0.13677419354838705
2024-03-28,43.12903225806452,-0.1374193548387096
2024-03-29,43.096774193548384,-0.1380645161290323
2024-03-30,43.064516129032256,-0.1387096774193549
2024-03-31,43.03225806451613,-0.13935483870967744
2024-04-01,43.0,-0.14
2024-04-02,43.1,-0.13799999999999998
2024-04-03,43.2,-0.13599999999999995
2024-04-04,43.3,-0.13400000000000006
2024-04-05,43.4,-0.13200000000000003
2024-04-06,43.5,-0.13
2024-04-07,43.6,-0.12799999999999997
2024-04-08,43.7,-0.12599999999999995
2024-04-09,43.8,-0.12400000000000005
