datetime,open,high,low,close,volume
2026-02-13 05:00:00+00:00,1137.25,1137.25,1137.0,1137.0,0
2026-02-13 05:05:00+00:00,1137.0,1137.0,1136.75,1137.0,17
2026-02-13 05:10:00+00:00,1137.0,1137.0,1136.75,1136.75,11
2026-02-13 05:15:00+00:00,1136.75,1136.75,1136.5,1136.75,58
2026-02-13 05:20:00+00:00,1136.75,1136.75,1136.5,1136.5,59
2026-02-13 05:25:00+00:00,1136.5,1136.5,1135.5,1135.5,214
2026-02-13 05:30:00+00:00,1135.75,1136.0,1134.5,1134.75,442
2026-02-13 05:35:00+00:00,1135.0,1135.25,1134.75,1134.75,254
2026-02-13 05:40:00+00:00,1134.75,1135.25,1134.5,1135.0,2025
2026-02-13 05:45:00+00:00,1134.75,1135.5,1134.75,1135.5,23
2026-02-13 05:50:00+00:00,1135.5,1135.75,1135.5,1135.5,21
2026-02-13 05:55:00+00:00,1135.75,1135.75,1135.75,1135.75,8
2026-02-13 06:00:00+00:00,1135.75,1135.75,1135.5,1135.75,73
2026-02-13 06:05:00+00:00,1135.75,1136.0,1135.5,1135.75,39
2026-02-13 06:10:00+00:00,1135.5,1135.5,1135.5,1135.5,88
2026-02-13 06:15:00+00:00,1135.5,1136.0,1135.5,1136.0,10
2026-02-13 06:20:00+00:00,1136.0,1136.0,1135.75,1135.75,93
2026-02-13 06:25:00+00:00,1135.75,1135.75,1135.25,1135.25,13
2026-02-13 06:30:00+00:00,1135.25,1135.25,1135.0,1135.0,6
2026-02-13 06:35:00+00:00,1135.0,1135.0,1134.25,1134.5,53
2026-02-13 06:40:00+00:00,1134.5,1134.75,1134.25,1134.25,38
2026-02-13 06:45:00+00:00,1134.5,1135.0,1134.0,1134.75,141
2026-02-13 06:50:00+00:00,1134.75,1136.25,1134.5,1136.25,277
2026-02-13 06:55:00+00:00,1136.5,1136.75,1134.5,1134.75,280
2026-02-13 07:00:00+00:00,1134.5,1134.5,1134.25,1134.25,49
2026-02-13 07:05:00+00:00,1134.25,1134.25,1133.5,1133.5,101
2026-02-13 07:10:00+00:00,1133.75,1133.75,1133.25,1133.25,78
2026-02-13 07:15:00+00:00,1133.25,1133.25,1131.5,1132.25,438
2026-02-13 07:20:00+00:00,1132.5,1132.75,1132.25,1132.5,847
