datetime,open,high,low,close,volume
2026-04-16 07:15:00+00:00,1167.5,1168.0,1166.0,1166.75,1029
2026-04-16 07:30:00+00:00,1166.5,1186.0,1166.5,1185.0,1074
2026-04-16 07:45:00+00:00,1185.0,1186.0,1184.5,1185.75,975
2026-04-16 08:00:00+00:00,1186.0,1186.25,1184.75,1184.75,452
2026-04-16 08:15:00+00:00,1184.75,1184.75,1184.25,1184.5,130
2026-04-16 08:30:00+00:00,1184.75,1184.75,1184.25,1184.25,113
2026-04-16 08:45:00+00:00,1184.5,1184.75,1183.0,1183.25,1262
2026-04-16 09:00:00+00:00,1183.25,1183.25,1181.5,1182.25,1475
2026-04-16 09:15:00+00:00,1182.0,1183.0,1182.0,1182.0,475
2026-04-16 09:30:00+00:00,1181.75,1181.75,1164.25,1164.25,6083
2026-04-16 09:45:00+00:00,1164.25,1164.5,1163.5,1163.75,842
2026-04-16 10:00:00+00:00,1163.5,1163.75,1163.25,1163.5,1295
2026-04-16 10:15:00+00:00,1163.5,1163.75,1163.5,1163.5,138
2026-04-16 10:30:00+00:00,1163.25,1163.5,1163.0,1163.5,168
2026-04-16 10:45:00+00:00,1163.5,1164.25,1163.0,1163.5,75
2026-04-16 11:00:00+00:00,1163.25,1164.25,1162.75,1164.25,237
2026-04-16 11:15:00+00:00,1164.25,1165.0,1163.75,1165.0,435
2026-04-16 11:30:00+00:00,1164.75,1166.0,1164.75,1165.5,253
2026-04-16 11:45:00+00:00,1165.25,1165.75,1163.75,1165.0,294
2026-04-16 12:00:00+00:00,1165.0,1165.5,1164.25,1164.5,856
2026-04-16 12:15:00+00:00,1164.5,1165.25,1163.75,1164.75,1200
2026-04-16 12:30:00+00:00,1164.75,1165.5,1164.25,1165.25,417
2026-04-16 13:30:00+00:00,1165.0,1169.5,1163.25,1168.75,9081
2026-04-16 13:45:00+00:00,1168.5,1168.75,1166.5,1168.0,3386
2026-04-16 14:00:00+00:00,1168.0,1169.5,1167.5,1169.25,2306
2026-04-16 14:15:00+00:00,1169.0,1169.25,1166.5,1169.0,10041
2026-04-16 14:30:00+00:00,1168.75,1170.0,1168.25,1169.5,8599
2026-04-16 14:45:00+00:00,1169.25,1170.0,1167.75,1168.5,2708
2026-04-16 15:00:00+00:00,1168.5,1168.5,1164.75,1165.25,6454
2026-04-16 15:15:00+00:00,1165.25,1166.5,1164.25,1166.25,1643
2026-04-16 15:30:00+00:00,1166.5,1169.0,1166.25,1167.25,2479
2026-04-16 15:45:00+00:00,1167.25,1168.0,1167.0,1167.0,4923
2026-04-16 16:00:00+00:00,1167.0,1167.25,1166.0,1167.0,1427
2026-04-16 16:15:00+00:00,1167.0,1168.0,1165.75,1167.5,2179
2026-04-16 16:30:00+00:00,1167.75,1169.25,1167.25,1168.25,2435
2026-04-16 16:45:00+00:00,1168.25,1168.5,1167.0,1167.0,1431
2026-04-16 17:00:00+00:00,1167.0,1167.0,1165.0,1166.25,1967
2026-04-16 17:15:00+00:00,1166.5,1166.5,1163.75,1164.0,1595
2026-04-16 17:30:00+00:00,1163.75,1164.0,1162.25,1163.25,4967
2026-04-16 17:45:00+00:00,1163.0,1164.0,1162.5,1162.75,1147
2026-04-16 18:00:00+00:00,1162.75,1165.0,1162.5,1163.5,6041
2026-04-16 18:15:00+00:00,1163.5,1163.75,1162.25,1162.5,2233
2026-04-17 00:00:00+00:00,1162.75,1164.0,1161.0,1164.0,150
2026-04-17 00:15:00+00:00,1164.0,1164.75,1164.0,1164.25,178
2026-04-17 00:30:00+00:00,1164.5,1164.75,1164.5,1164.5,49
2026-04-17 00:45:00+00:00,1164.5,1164.5,1164.25,1164.5,24
2026-04-17 01:00:00+00:00,1164.75,1165.5,1163.0,1163.25,173
2026-04-17 01:15:00+00:00,1163.5,1164.25,1163.0,1163.75,848
2026-04-17 01:30:00+00:00,1164.0,1164.25,1163.25,1163.25,137
