Date,usd_dxy_NewsIndex,usd_dxy_NewsCount
2025-02-01,0.0,1
2025-03-01,0.0,5
2025-04-01,-0.07718727272727273,14
2025-05-01,-0.063225,7
2025-06-01,0.0,11
2025-07-01,-0.020505000000000006,24
2025-08-01,0.02785090909090909,31
2025-09-01,0.05111217391304348,29
